Id,Label,timeset,dominant_topic,color,color_cluster,pub_sum,pub_weighted,pub_w_4,filter_>=2,label_size,node_size,modularity_class,eigencentrality,clustering,triangles
2532,"Goeres, Ralf",,H-Philosophy (6),"#A1887F","#A1887F",2,,,,2,1,19,0.003788,0.418182,23
2540,"Goldberg, Sanford C.",,B-Knowledge (21),"#81C884","#81C884",7,,,,7,3,5,0.609975,0.787931,4139
2568,"González, Wenceslao J.",,H-Social (18),"#8D6E63","#A1887F",3,,,,2,1,19,0.081661,0.71654,1226
2582,"Goodwin, William Mark",,G-Particles (3),"#F3AA91","#EF8864",10,,,,10,3,13,0.005995,0.452381,95
2587,"Gordon, Bruce L.",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.924963,0.78681,4462
2611,"Gołosz, Jerzy",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.923956,0.858557,4510
2617,"Graham, Peter J.",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.604884,0.823636,4077
2629,"Grantham, Todd A.",,E-Evolution (5),"#FEFAC4","#FDF176",3,,,,3,2,25,0.219433,0.731373,2611
2644,"Greaves, Hilary",,G-Quantum (14),"#EF8864","#EF8864",3,,,,2,1,26,0.974454,0.834028,5000
2647,"Greco, John",,B-Knowledge (21),"#81C884","#81C884",3,,,,2,1,5,0.583666,0.892941,3820
2661,"Greenwood, John D.",,E-Mind (11),"#FDF176","#FDF176",4,,,,3,2,13,0.0041,0.758333,91
2671,"Greimann, Dirk",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,4,2,17,0.003624,0.666667,14
2681,"Griesemer, James R.",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,3,2,25,0.216061,0.805063,2544
2684,"Griffith, Aaron",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.123828,0.84375,1755
2685,"Griffiths, Paul E.",,E-Evolution (5),"#FEFAC4","#FDF176",10,,,,6,2,25,0.219941,0.771672,2626
2690,"Grimm, Stephen R.",,B-Arguments (22),"#97D8A3","#81C884",3,,,,3,2,5,0.040496,0.75,21
2691,"Grinbaum, Alexei",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.833482,0.88151,3690
2705,"Gross, Steven",,A-Sentence (7),"#4BA69A","#53B6AC",4,,,,3,2,17,0.027055,0.475379,251
2712,"Grundmann, Thomas",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.583666,0.892941,3820
2715,"Grush, Rick",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.011195,0.553333,166
2721,"Grünbaum, Adolf",,G-Quantum (14),"#EF8864","#EF8864",30,,,,4,2,19,0.001088,0.333333,2
2724,"Grüne-Yanoff, Till",,F-Explanation (16),"#F7CD7F","#F4B74C",8,,,,8,3,13,0.010016,0.573684,109
2726,"Guala, Francesco",,D-Agent-decision (8),"#DCE875","#DCE875",5,,,,5,2,9,0.006547,0.308824,42
2727,"Guarini, Marcello",,E-Neurosciences (13),"#DCE875","#FDF176",4,,,,4,2,13,0.013258,0.847826,234
2730,"Guenin, Louis M.",,H-History (0),"#BCAAA4","#A1887F",3,,,,3,2,6,0,0,0
2743,"Gundersen, Lars Bo",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.502376,0.934066,2805
2756,"Gyenis, Zalán",,C-Probability (9),"#AED681","#AED681",5,,,,2,2,15,0.038688,0.664516,309
2757,"Gähde, Ulrich",,A-Formal (4),"#B2DFDB","#53B6AC",4,,,,3,2,2,0.0005,1,1
2758,"Gärdenfors, Peter",,A-Formal (4),"#B2DFDB","#53B6AC",15,,,,4,2,7,0,0,0
2766,"Haack, Susan",,B-Knowledge (21),"#81C884","#81C884",7,,,,2,1,5,0.602756,0.852514,4052
2768,"Haase, Michaela",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.001232,0.533333,8
2771,"Hacker, Peter M. S.",,A-Language (17),"#80CBC4","#53B6AC",5,,,,2,1,12,0.004217,0.494505,45
2772,"Hacking, Ian",,C-Probability (9),"#AED681","#AED681",18,,,,3,2,19,0.037199,0.49359,385
2780,"Hagar, Amit",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.946338,0.763353,4745
2790,"Haji, Ishtiyaque",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,3,2,24,0.028641,0.556989,259
2795,"Halbach, Volker",,A-Truth (23),"#439788","#53B6AC",5,,,,3,2,12,0.035984,0.584567,553
2806,"Hall, Ned",,B-Arguments (22),"#97D8A3","#81C884",4,,,,3,2,9,0.030064,0.333333,40
2815,"Halonen, Ilpo",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,3,2,13,0.001682,1,6
2816,"Halpern, Joseph Y.",,F-Causation (19),"#FFDFAC","#F4B74C",6,,,,4,2,9,0.008894,0.742754,205
2817,"Halpin, John F.",,B-Arguments (22),"#97D8A3","#81C884",6,,,,3,2,15,0.003113,0.533333,8
2818,"Halvorson, Hans",,G-Quantum (14),"#EF8864","#EF8864",9,,,,6,2,26,0.627473,0.831791,2067
2836,"Hands, Douglas Wade",,H-Social (18),"#8D6E63","#A1887F",7,,,,4,2,19,0.045972,0.793561,419
2842,"Hanks, Peter W.",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,17,0.011114,0.316667,38
2844,"Hanna, Joseph F.",,C-Probability (9),"#AED681","#AED681",11,,,,2,1,22,0.010755,0.695238,146
2846,"Hannon, Michael",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.608501,0.833737,4127
2859,"Hansson, Sven Ove",,A-Formal (4),"#B2DFDB","#53B6AC",22,,,,16,4,12,0.007634,0.552381,58
2860,"Hanzel, Igor",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,8,0,0,0
2864,"Harbecke, Jens",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.028646,0.578947,110
2867,"Hardcastle, Valerie Gray",,E-Neurosciences (13),"#DCE875","#FDF176",8,,,,3,2,13,0.023561,0.607937,383
2879,"Harker, David",,B-Scientific-theory (1),"#66BC6A","#81C884",4,,,,4,2,22,0.015459,0.621622,414
2883,"Harms, William F.",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,25,0.031976,0.642105,122
2887,"Harper, William L.",,D-Agent-decision (8),"#DCE875","#DCE875",15,,,,3,2,2,0.00186,0.8,12
2905,"Harré, Rom",,F-Property (2),"#F4B74C","#F4B74C",12,,,,3,2,4,0.055308,0.886243,335
2908,"Hartimo, Mirja Helena",,A-Mathematical (15),"#53B6AC","#53B6AC",3,,,,3,2,12,0.011509,0.67734,275
2915,"Hartmann, Stephan",,C-Probability (9),"#AED681","#AED681",12,,,,5,2,15,0.045586,0.600284,422
2925,"Hasle, Per F. V.",,H-History (0),"#BCAAA4","#A1887F",4,,,,2,1,19,0.00839,0.675325,156
2927,"Hatfield, Gary C.",,E-Perception (10),"#F9D849","#FDF176",11,,,,4,2,13,0.003568,0.703297,64
2930,"Haufe, Chris",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,6,2,25,0.156316,0.844612,1348
2931,"Haug, Matthew C.",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.116278,0.782898,1529
2932,"Haukioja, Jussi",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.039677,0.526829,432
2938,"Hausman, Daniel Murray",,F-Causation (19),"#FFDFAC","#F4B74C",19,,,,8,3,9,0.010988,0.746439,262
2946,"Hawley, Katherine",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.59787,0.822099,3988
2959,"Healey, Richard A.",,G-Quantum (14),"#EF8864","#EF8864",15,,,,9,3,26,0.98634,0.808786,5118
2968,"Hedrich, Reiner",,B-Scientific-theory (1),"#66BC6A","#81C884",2,,,,2,1,26,0.012155,0.5,3
2972,"Heesen, Remco",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,3,2,24,0.007426,0.384615,35
2976,"Heidelberger, Michael",,G-Particles (3),"#F3AA91","#EF8864",5,,,,3,2,13,0.00025,0,0
2984,"Heilmann, Conrad",,D-Agent-decision (8),"#DCE875","#DCE875",3,,,,3,2,24,0.01382,0.633005,257
2995,"Helgeson, Casey",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,5,2,25,0.089456,0.71021,473
2998,"Hellman, Geoffrey",,A-Formal (4),"#B2DFDB","#53B6AC",18,,,,3,2,15,0.024453,0.657895,125
3003,"Helzner, Jeffrey",,A-Formal (4),"#B2DFDB","#53B6AC",4,,,,4,2,12,0.009154,0.358333,43
3006,"Hemmo, Meir",,G-Quantum (14),"#EF8864","#EF8864",10,,,,6,2,26,0.962768,0.814846,4885
3011,"Henderson, Leah",,G-Quantum (14),"#EF8864","#EF8864",4,,,,3,2,26,0.02063,0.47619,10
3019,"Hendry, Robin Findlay",,G-Particles (3),"#F3AA91","#EF8864",10,,,,9,3,13,0.003574,0.742857,78
3025,"Henry, John",,H-Classics (24),"#D8CCC7","#A1887F",2,,,,2,1,2,0.007977,0.735385,239
3028,"Henschen, Tobias",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,9,0.001249,0.666667,2
3029,"Hentschel, Klaus",,H-Social (18),"#8D6E63","#A1887F",6,,,,2,1,19,0.060782,0.677295,701
3046,"Herzberg, Frederik",,A-Formal (4),"#B2DFDB","#53B6AC",5,,,,5,2,15,0.029066,0.632411,160
3054,"Hetherington, Stephen",,B-Knowledge (21),"#81C884","#81C884",5,,,,5,2,5,0.613278,0.811687,4181
3057,"Hey, Spencer Phillips",,C-Experiment (12),"#C5E2A5","#AED681",3,,,,3,2,9,0.018975,0.539024,442
3060,"Heylen, Jan",,A-Truth (23),"#439788","#53B6AC",3,,,,3,2,12,0.04377,0.632323,939
3066,"Hicks, Daniel",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.087467,0.713262,1393
3068,"Hiddleston, Eric",,F-Causation (19),"#FFDFAC","#F4B74C",2,,,,2,1,9,0.025221,0.51828,241
3072,"Hild, Matthias",,C-Probability (9),"#AED681","#AED681",2,,,,2,1,15,0.085816,0.656023,904
3077,"Hill, Claire Ortiz",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.008927,0.74026,171
3094,"Hindriks, Frank",,D-Agent-decision (8),"#DCE875","#DCE875",4,,,,4,2,24,0.000641,0.333333,1
3099,"Hintikka, Jaakko",,B-Arguments (22),"#97D8A3","#81C884",53,,,,16,4,12,0.020467,0.414773,219
3101,"Hinzen, Wolfram",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.027793,0.377011,164
3107,"Hitchcock, Christopher",,F-Causation (19),"#FFDFAC","#F4B74C",15,,,,14,4,9,0.010923,0.685185,259
3119,"Hochstein, Eric",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,4,2,13,0.018428,0.609848,322
3128,"Hoefer, Carl",,G-Quantum (14),"#EF8864","#EF8864",7,,,,4,2,26,0.925867,0.726995,4519
3136,"Hofer-Szabó, Gábor",,F-Causation (19),"#FFDFAC","#F4B74C",5,,,,3,2,9,0.017561,0.660079,167
3141,"Hoffmann-Kolss, Vera",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.095542,0.740067,1099
3144,"Hofmann, Frank",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.550913,0.847441,3394
3153,"Hohwy, Jakob",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.039265,0.450575,196
3170,"Holm, Sune",,E-Mind (11),"#FDF176","#FDF176",2,,,,2,1,13,0.009064,0.609524,128
3171,"Holman, Bennett",,C-Experiment (12),"#C5E2A5","#AED681",4,,,,2,1,9,0.015543,0.645833,341
3181,"Holton, Gerald",,H-History (0),"#BCAAA4","#A1887F",3,,,,2,1,19,0.010825,0.68,204
3192,"Hooker, Clifford A.",,G-Quantum (14),"#EF8864","#EF8864",17,,,,5,2,13,0.009521,0.6,72
3193,"Hoover, Kevin D.",,D-Agent-decision (8),"#DCE875","#DCE875",5,,,,4,2,9,0.005415,0.505495,46
3200,"Horgan, Terry",,C-Probability (9),"#AED681","#AED681",5,,,,4,2,15,0.086226,0.71761,1357
3204,"Horowitz, Amir",,F-Property (2),"#F4B74C","#F4B74C",3,,,,3,2,4,0.120716,0.712906,1624
3207,"Horsten, Leon",,A-Truth (23),"#439788","#53B6AC",7,,,,5,2,12,0.028923,0.4,396
3220,"Houkes, Wybo",,E-Mind (11),"#FDF176","#FDF176",8,,,,5,2,13,0.004136,0.904762,95
3230,"Howick, Jeremy",,C-Experiment (12),"#C5E2A5","#AED681",2,,,,2,1,9,0.002796,0.619048,13
3231,"Howson, Colin",,C-Probability (9),"#AED681","#AED681",43,,,,19,4,15,0.095449,0.605331,1635
3234,"Hoyningen-Huene, Paul",,H-Social (18),"#8D6E63","#A1887F",10,,,,4,2,19,0.055764,0.624585,564
3238,"Huber, Franz",,C-Probability (9),"#AED681","#AED681",10,,,,10,3,15,0.083648,0.693989,1270
3244,"Hudson, Robert G.",,G-Particles (3),"#F3AA91","#EF8864",10,,,,7,3,22,0.000258,0,0
3246,"Huemer, Michael",,B-Knowledge (21),"#81C884","#81C884",4,,,,4,2,5,0.412435,0.669752,1809
3251,"Huggett, Nick",,G-Quantum (14),"#EF8864","#EF8864",15,,,,9,3,26,0.975989,0.821458,5015
3259,"Huisman, Leendert",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.088298,0.714904,1487
3267,"Humberstone, I. Lloyd",,A-Truth (23),"#439788","#53B6AC",6,,,,3,2,12,0.040954,0.671837,823
3271,"Humphreys, Paul W.",,F-Causation (19),"#FFDFAC","#F4B74C",18,,,,10,3,4,0.008779,0.416667,15
3275,"Huneman, Philippe",,E-Evolution (5),"#FEFAC4","#FDF176",6,,,,6,2,25,0.201485,0.755297,2210
3276,"Hung, Edwin Hin-Chung",,A-Language (17),"#80CBC4","#53B6AC",5,,,,2,1,2,0.001676,0.6,9
3297,"Huttegger, Simon M.",,D-Agent-decision (8),"#DCE875","#DCE875",9,,,,6,3,24,0.018636,0.739919,367
3307,"Hájek, Alan",,C-Probability (9),"#AED681","#AED681",9,,,,7,3,15,0.090356,0.665057,1515
3315,"Hüttemann, Andreas",,F-Property (2),"#F4B74C","#F4B74C",5,,,,4,2,4,0.030166,0.618182,34
3316,"Iacona, Andrea",,A-Sentence (7),"#4BA69A","#53B6AC",3,,,,3,2,17,0.029275,0.528205,412
3323,"Ihde, Don",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.058188,0.723145,653
3326,"Illari, Phyllis",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,3,2,13,0.017729,0.597849,278
3329,"Imbert, Cyrille",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,2,2,13,0.019183,0.503556,354
3331,"Incurvati, Luca",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.015845,0.538462,399
3336,"Intemann, Kristen",,H-Social (18),"#8D6E63","#A1887F",6,,,,5,2,19,0.053726,0.671951,551
3340,"Irvine, Elizabeth",,F-Explanation (16),"#F7CD7F","#F4B74C",3,,,,3,2,13,0.01882,0.581105,326
3344,"Irzik, Gürol",,F-Causation (19),"#FFDFAC","#F4B74C",10,,,,3,2,19,0.005868,0.802198,73
3345,"Isaac, Alistair M. C.",,E-Perception (10),"#F9D849","#FDF176",5,,,,5,2,13,0.001225,0.6,6
3347,"Ishida, Yoichi",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.213842,0.813048,2505
3351,"Ismael, Jenann",,G-Quantum (14),"#EF8864","#EF8864",7,,,,7,3,26,0.509907,0.864662,1380
3354,"Ivanova, Milena",,B-Scientific-theory (1),"#66BC6A","#81C884",7,,,,6,2,22,0.016349,0.722222,273
3355,"Iwan, St.",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.012216,0.503448,219
3359,"Jackman, Henry",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.022027,0.56006,373
3366,"Jacobs, Struan",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.088118,0.704365,1420
3369,"Jacobson, Stephen",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.603699,0.85546,4066
3371,"Jacquette, Dale",,A-Truth (23),"#439788","#53B6AC",9,,,,3,2,12,0.029045,0.680952,429
3376,"Jago, Mark",,A-Truth (23),"#439788","#53B6AC",5,,,,4,2,12,0.040686,0.626087,648
3379,"Jakobsen, David",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.008404,0.656126,166
3385,"Janiak, Andrew",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.008271,0.729345,256
3393,"Jansson, Lina",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,4,2,4,0.001071,0,0
3394,"Jantzen, Benjamin C.",,G-Quantum (14),"#EF8864","#EF8864",7,,,,6,2,26,0.051818,0.472222,17
3398,"Jardine, Boris",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.010116,0.73913,187
3400,"Jardine, Nick",,H-Social (18),"#8D6E63","#A1887F",3,,,,3,2,19,0.046292,0.634278,470
3406,"Jaworski, William",,E-Mind (11),"#FDF176","#FDF176",2,,,,2,1,4,0.006561,0.288889,13
3410,"Jeffrey, Richard C.",,C-Probability (9),"#AED681","#AED681",21,,,,2,1,15,0.043338,0.923645,375
3415,"Jenkins, C. S.",,B-Arguments (22),"#97D8A3","#81C884",4,,,,4,2,5,0.496989,0.742315,2777
3416,"Jenkins, Lekelia D.",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.007459,0.80117,137
3438,"Johansson, Ingvar",,C-Confirmation (20),"#DCEDC8","#AED681",4,,,,3,2,12,0.004488,0.533333,8
3439,"John, Stephen",,C-Experiment (12),"#C5E2A5","#AED681",2,,,,2,1,19,0.014572,0.392157,60
3441,"Johnsen, Bredo",,C-Confirmation (20),"#DCEDC8","#AED681",2,,,,2,1,15,0.000127,0,0
3443,"Johnson, Daniel M.",,B-Knowledge (21),"#81C884","#81C884",3,,,,2,1,5,0.458727,0.764362,2355
3447,"Johnson, Kent",,C-Experiment (12),"#C5E2A5","#AED681",6,,,,6,2,10,0,0,0
3452,"Johnston, Colin",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,12,0.005084,0.458333,55
3466,"Jones, Nicholaos",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,13,0.017353,0.687831,260
3471,"Jones, Todd",,F-Explanation (16),"#F7CD7F","#F4B74C",5,,,,3,2,13,0.013361,0.700855,246
3472,"Jones, Ward E.",,B-Knowledge (21),"#81C884","#81C884",3,,,,3,2,5,0.383081,0.83871,1638
3486,"Joyce, James M.",,D-Agent-decision (8),"#DCE875","#DCE875",4,,,,4,2,24,0.03084,0.561905,354
3497,"Justus, James",,F-Explanation (16),"#F7CD7F","#F4B74C",7,,,,6,2,25,0.032952,0.510526,97
3499,"Jäger, Christoph",,B-Knowledge (21),"#81C884","#81C884",4,,,,3,2,5,0.539946,0.896306,3276
3511,"Kahle, Reinhard",,A-Truth (23),"#439788","#53B6AC",3,,,,2,2,12,0.016192,0.435897,153
3522,"Kallestrup, Jesper",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.108374,0.488529,362
3545,"Kaplan, David Michael",,E-Neurosciences (13),"#DCE875","#FDF176",3,,,,2,1,13,0.027177,0.469697,465
3546,"Kaplan, Jonathan Michael",,E-Evolution (5),"#FEFAC4","#FDF176",5,,,,4,2,25,0.216367,0.80981,2559
3550,"Kappel, Klemens",,B-Knowledge (21),"#81C884","#81C884",5,,,,3,2,5,0.579737,0.861588,3766
3552,"Karaca, Koray",,G-Quantum (14),"#EF8864","#EF8864",4,,,,3,2,26,0.638003,0.863984,2147
3553,"Karakostas, Vassilios",,G-Quantum (14),"#EF8864","#EF8864",6,,,,5,2,26,0.93937,0.870799,4664
3567,"Kastner, Ruth E.",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.957203,0.836795,4835
3578,"Katzav, Joel",,F-Explanation (16),"#F7CD7F","#F4B74C",2,,,,2,1,13,0.018197,0.632258,294
3592,"Keefe, Rosanna",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.029734,0.462121,244
3593,"Keeley, Brian L.",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,25,0.061392,0.487988,325
3610,"Kelly, Kevin T.",,C-Confirmation (20),"#DCEDC8","#AED681",13,,,,4,2,12,0.002915,0.2,3
3613,"Kelp, Christoph",,B-Knowledge (21),"#81C884","#81C884",11,,,,9,3,5,0.608359,0.831919,4118
3619,"Kemp, Stephen",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.081951,0.62212,1215
3629,"Keren, Arnon",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.542881,0.861808,3299
3634,"Kershaw, Michael",,H-History (0),"#BCAAA4","#A1887F",2,,,,2,1,19,0.003087,1,36
3642,"Ketland, Jeffrey",,A-Truth (23),"#439788","#53B6AC",2,,,,2,1,12,0.02241,0.549242,290
3646,"Khalidi, Muhammad Ali",,F-Property (2),"#F4B74C","#F4B74C",6,,,,5,2,4,0.059212,0.844758,419
3647,"Khalifa, Kareem",,F-Explanation (16),"#F7CD7F","#F4B74C",7,,,,6,2,13,0.015484,0.643678,280
3650,"Kidd, Ian James",,H-Social (18),"#8D6E63","#A1887F",8,,,,7,3,19,0.09999,0.579289,1695
3653,"Kieseppä, I. A.",,C-Experiment (12),"#C5E2A5","#AED681",6,,,,6,2,9,0.015173,0.677419,315
3664,"Kim, Joongol",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.006261,0.879121,80
3666,"Kim, Namjoong",,C-Probability (9),"#AED681","#AED681",3,,,,3,2,15,0.08584,0.755156,1428
3668,"Kim, Seahwa",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,13,0.000684,0.333333,1
3669,"Kim, Sungsu",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.081019,0.811111,803
3672,"Kincaid, Harold",,B-Arguments (22),"#97D8A3","#81C884",11,,,,3,2,19,0.028221,0.753247,174
3684,"Kingma, Elselijn",,E-Mind (11),"#FDF176","#FDF176",2,,,,2,1,13,0.004506,0.794118,108
3686,"Kinzel, Katherina",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.088448,0.619403,1411
3689,"Kirk, Robert",,F-Property (2),"#F4B74C","#F4B74C",4,,,,2,1,4,0.128334,0.774741,1871
3696,"Kissine, Mikhail",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.027452,0.788462,615
3697,"Kistler, Max",,F-Property (2),"#F4B74C","#F4B74C",4,,,,4,2,4,0.039857,0.642857,243
3700,"Kitcher, Philip",,B-Arguments (22),"#97D8A3","#81C884",15,,,,4,2,19,0.081091,0.670621,1187
3714,"Klee, Robert L.",,C-Confirmation (20),"#DCEDC8","#AED681",5,,,,2,1,11,0,0,0
3717,"Klein, Colin",,E-Neurosciences (13),"#DCE875","#FDF176",4,,,,4,2,13,0.013044,0.603077,196
3722,"Klein, Ursula",,G-Particles (3),"#F3AA91","#EF8864",3,,,,3,2,13,0.003279,0.824176,75
3726,"Kleinknecht, Reinhard",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,2,1,12,0.0038,0.190476,4
3727,"Kleinschmidt, Shieva",,F-Property (2),"#F4B74C","#F4B74C",2,,,,2,1,4,0.138623,0.772805,1813
3732,"Klev, Ansten",,A-Language (17),"#80CBC4","#53B6AC",2,,,,2,1,12,0.003875,0.348485,23
3751,"Knowles, Jonathan",,B-Arguments (22),"#97D8A3","#81C884",3,,,,3,2,19,0.037891,0.78836,298
3753,"Knox, Eleanor",,G-Quantum (14),"#EF8864","#EF8864",2,,,,2,1,26,0.964395,0.832824,4902
3755,"Knuuttila, Tarja",,F-Explanation (16),"#F7CD7F","#F4B74C",10,,,,7,3,13,0.021175,0.498258,429
3758,"Kochan, Jeff",,H-Social (18),"#8D6E63","#A1887F",5,,,,5,2,19,0.077713,0.699248,1116
3760,"Kochiras, Hylarie",,H-Classics (24),"#D8CCC7","#A1887F",3,,,,3,2,2,0.008225,0.712251,250
3762,"Koertge, Noretta",,H-Social (18),"#8D6E63","#A1887F",13,,,,4,2,19,0.097483,0.645738,1697
3775,"Kolman, Vojtěch",,A-Mathematical (15),"#53B6AC","#53B6AC",2,,,,2,1,12,0.015184,0.551051,367
3778,"Kompa, Nikola",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.400376,0.635439,1811
3782,"Kopec, Matthew",,E-Evolution (5),"#FEFAC4","#FDF176",2,,,,2,1,25,0.193403,0.818466,2092
3784,"Koperski, Jeffrey",,G-Quantum (14),"#EF8864","#EF8864",3,,,,3,2,26,0.616618,0.806841,2005
3787,"Koppelberg, Dirk",,B-Knowledge (21),"#81C884","#81C884",8,,,,4,2,5,0.583371,0.852184,3805
3788,"Koralus, Philipp",,E-Perception (10),"#F9D849","#FDF176",2,,,,2,1,13,0.004671,0.614379,94
3796,"Kornmesser, Stephan",,A-Formal (4),"#B2DFDB","#53B6AC",3,,,,3,2,12,0.003282,0.484848,32
3804,"Koscholke, Jakob",,C-Probability (9),"#AED681","#AED681",4,,,,3,2,15,0.086852,0.747056,1459
3813,"Kosso, Peter",,G-Quantum (14),"#EF8864","#EF8864",10,,,,6,2,26,0.846505,0.835088,3808
3822,"Kourany, Janet A.",,H-Social (18),"#8D6E63","#A1887F",9,,,,7,3,19,0.095961,0.663984,1650
3827,"Kowalenko, Robert",,C-Confirmation (20),"#DCEDC8","#AED681",4,,,,4,2,9,0.000614,0,0
3829,"Kožnjak, Boris",,H-Social (18),"#8D6E63","#A1887F",2,,,,2,1,19,0.002296,0.333333,1
3835,"Kraft, Tim",,B-Knowledge (21),"#81C884","#81C884",2,,,,2,1,5,0.61194,0.758791,4143
3839,"Krajewski, Władysław",,H-Philosophy (6),"#A1887F","#A1887F",5,,,,2,1,13,0.000381,0,0
3843,"Krasner, Daniel Asher",,A-Sentence (7),"#4BA69A","#53B6AC",2,,,,2,1,17,0.041511,0.727575,657
3846,"Krause, Décio",,A-Formal (4),"#B2DFDB","#53B6AC",7,,,,4,2,12,0.028715,0.439394,29
3854,"Kremer, Philip",,A-Formal (4),"#B2DFDB","#53B6AC",2,,,,2,1,12,0.00538,0.4,22
3857,"Kriegel, Uriah",,E-Perception (10),"#F9D849","#FDF176",3,,,,3,2,13,0.01513,0.507353,69
3865,"Kroedel, Thomas",,F-Causation (19),"#FFDFAC","#F4B74C",3,,,,2,1,9,0.029662,0.537037,203
3867,"Krohs, Ulrich",,E-Neurosciences (13),"#DCE875","#FDF176",2,,,,2,1,25,0.0136,0.538462,42
3870,"Kronz, Frederick M.",,G-Quantum (14),"#EF8864","#EF8864",9,,,,4,2,26,0.943638,0.844205,4698
3875,"Kruse, Michael",,C-Experiment (12),"#C5E2A5","#AED681",3,,,,3,2,9,0.016957,0.627451,352
3881,"Krämer, Stephan",,B-Arguments (22),"#97D8A3","#81C884",2,,,,2,1,12,0.010614,0.508333,61
3889,"Kuhlmann, Meinard",,F-Explanation (16),"#F7CD7F","#F4B74C",4,,,,2,2,13,0.008642,0.606061,40
3895,"Kuipers, Theo A. F.",,A-Formal (4),"#B2DFDB","#53B6AC",23,,,,9,3,12,0.001844,0.142857,3
3897,"Kukla, André",,B-Arguments (22),"#97D8A3","#81C884",16,,,,5,2,22,0.013297,0.532197,281
